route_id,from_node_id,to_node_id,transport_mode,distance_km,base_cost_usd,fuel_sensitivity,capacity_units,transit_time_hours
R_00745,NODE_0189,NODE_0067,Sea,773,1288,0.18,7566,136
R_00746,NODE_0252,NODE_0173,Rail,2261,283,0.3,19380,118
R_00747,NODE_0072,NODE_0133,Truck,5232,190,0.65,18358,231
R_00748,NODE_0143,NODE_0184,Rail,4735,639,0.34,10642,140
R_00749,NODE_0160,NODE_0223,Truck,5269,1106,0.6,6956,150
R_00750,NODE_0225,NODE_0027,Truck,2535,211,0.5,3175,128
R_00751,NODE_0133,NODE_0083,Sea,7753,993,0.17,18217,18
R_00752,NODE_0226,NODE_0182,Sea,9289,1093,0.22,5686,224
R_00753,NODE_0075,NODE_0063,Rail,1633,517,0.38,7919,221
R_00754,NODE_0086,NODE_0260,Rail,9328,1458,0.34,2135,142
R_00755,NODE_0292,NODE_0092,Rail,1358,604,0.37,5090,235
R_00756,NODE_0168,NODE_0013,Rail,11262,1493,0.27,14240,159
R_00757,NODE_0054,NODE_0165,Truck,573,266,0.54,17723,124
R_00758,NODE_0137,NODE_0002,Rail,818,1443,0.34,16847,91
R_00759,NODE_0291,NODE_0066,Truck,897,1418,0.51,3819,198
R_00760,NODE_0036,NODE_0280,Sea,6348,289,0.21,7833,69
R_00761,NODE_0204,NODE_0045,Truck,3511,433,0.53,15185,80
R_00762,NODE_0078,NODE_0061,Rail,8142,985,0.36,12161,239
R_00763,NODE_0067,NODE_0183,Sea,1674,852,0.23,18043,122
R_00764,NODE_0198,NODE_0243,Rail,9325,1329,0.31,15845,215
R_00765,NODE_0188,NODE_0095,Rail,10433,972,0.26,18821,95
R_00766,NODE_0237,NODE_0114,Sea,11343,417,0.29,19277,169
R_00767,NODE_0268,NODE_0042,Rail,7771,995,0.26,17650,84
R_00768,NODE_0076,NODE_0065,Sea,5021,609,0.23,11682,153
R_00769,NODE_0024,NODE_0282,Truck,838,1151,0.47,15923,113
R_00770,NODE_0048,NODE_0237,Sea,11901,1264,0.27,13647,73
R_00771,NODE_0299,NODE_0041,Sea,366,333,0.26,17167,53
R_00772,NODE_0093,NODE_0201,Truck,1464,952,0.63,11753,88
R_00773,NODE_0232,NODE_0230,Sea,4442,799,0.3,8133,62
R_00774,NODE_0094,NODE_0040,Sea,9996,631,0.28,5484,119
R_00775,NODE_0273,NODE_0009,Truck,6570,338,0.45,17634,125
R_00776,NODE_0207,NODE_0249,Rail,10233,1363,0.3,14943,213
R_00777,NODE_0154,NODE_0044,Truck,2313,128,0.49,2520,186
R_00778,NODE_0096,NODE_0013,Truck,7982,1428,0.48,9922,119
R_00779,NODE_0275,NODE_0097,Truck,5030,1049,0.48,15824,13
R_00780,NODE_0059,NODE_0085,Truck,11611,1011,0.64,17449,13
R_00781,NODE_0230,NODE_0299,Truck,3398,703,0.56,14836,21
R_00782,NODE_0170,NODE_0004,Truck,10428,984,0.65,18243,196
R_00783,NODE_0296,NODE_0283,Rail,706,1098,0.31,18821,159
R_00784,NODE_0249,NODE_0118,Sea,1094,1181,0.15,12349,149
R_00785,NODE_0032,NODE_0137,Sea,6934,1069,0.17,13362,122
R_00786,NODE_0223,NODE_0010,Truck,4818,493,0.54,16356,67
R_00787,NODE_0259,NODE_0112,Sea,11322,794,0.29,17350,41
R_00788,NODE_0150,NODE_0199,Rail,11128,1436,0.36,17477,212
R_00789,NODE_0082,NODE_0106,Rail,11416,276,0.35,6230,52
R_00790,NODE_0102,NODE_0080,Sea,8163,306,0.27,18178,85
R_00791,NODE_0120,NODE_0107,Sea,870,137,0.2,10546,99
R_00792,NODE_0081,NODE_0089,Sea,623,230,0.2,5734,166
R_00793,NODE_0116,NODE_0061,Sea,3771,1096,0.19,13151,208
R_00794,NODE_0181,NODE_0023,Sea,4482,409,0.28,18888,162
R_00795,NODE_0053,NODE_0025,Rail,7589,327,0.4,5338,218
R_00796,NODE_0287,NODE_0021,Sea,1827,442,0.24,8730,100
R_00797,NODE_0080,NODE_0149,Sea,7333,1136,0.22,5253,47
R_00798,NODE_0186,NODE_0171,Truck,2114,513,0.54,15623,204
R_00799,NODE_0003,NODE_0125,Rail,5692,687,0.33,4792,76
R_00800,NODE_0190,NODE_0212,Rail,10412,1461,0.29,19355,115
R_00801,NODE_0116,NODE_0070,Rail,6873,938,0.38,18913,211
R_00802,NODE_0185,NODE_0015,Rail,2485,120,0.36,18952,25
R_00803,NODE_0043,NODE_0173,Rail,6680,436,0.32,14886,202
R_00804,NODE_0018,NODE_0077,Sea,1047,1393,0.3,19032,83
R_00805,NODE_0214,NODE_0205,Sea,11581,1233,0.28,12279,240
R_00806,NODE_0176,NODE_0004,Rail,8747,1350,0.39,15236,122
R_00807,NODE_0105,NODE_0278,Sea,10228,1435,0.22,13313,235
R_00808,NODE_0207,NODE_0101,Rail,1480,175,0.33,14779,193
R_00809,NODE_0064,NODE_0266,Sea,4751,537,0.16,12231,141
R_00810,NODE_0174,NODE_0081,Truck,556,1205,0.57,9908,221
R_00811,NODE_0155,NODE_0216,Sea,1909,222,0.28,10511,168
R_00812,NODE_0259,NODE_0181,Truck,882,1433,0.64,16704,84
R_00813,NODE_0293,NODE_0002,Rail,5653,583,0.37,19474,224
R_00814,NODE_0119,NODE_0179,Rail,4761,1465,0.37,6586,190
R_00815,NODE_0193,NODE_0266,Sea,4157,315,0.2,8309,218
R_00816,NODE_0184,NODE_0232,Truck,2501,971,0.62,4685,31
R_00817,NODE_0031,NODE_0217,Truck,7902,539,0.54,14101,181
R_00818,NODE_0269,NODE_0206,Sea,9258,1162,0.27,10640,157
R_00819,NODE_0255,NODE_0216,Rail,11388,1102,0.36,15661,218
R_00820,NODE_0083,NODE_0073,Sea,2182,1092,0.26,6239,188
R_00821,NODE_0262,NODE_0270,Truck,11478,535,0.54,3068,199
R_00822,NODE_0080,NODE_0286,Rail,2045,1332,0.38,5615,38
R_00823,NODE_0189,NODE_0292,Rail,759,1170,0.27,14172,86
R_00824,NODE_0191,NODE_0155,Rail,8061,157,0.37,6657,208
R_00825,NODE_0215,NODE_0024,Rail,4744,541,0.28,18016,8
R_00826,NODE_0062,NODE_0280,Rail,1206,191,0.31,12148,152
R_00827,NODE_0231,NODE_0172,Rail,7886,1340,0.27,6539,137
R_00828,NODE_0235,NODE_0230,Sea,7457,405,0.28,12656,30
R_00829,NODE_0209,NODE_0198,Truck,6578,794,0.56,16519,196
R_00830,NODE_0142,NODE_0045,Truck,11686,150,0.56,12120,151
R_00831,NODE_0063,NODE_0286,Truck,3252,1367,0.56,3732,153
R_00832,NODE_0267,NODE_0096,Rail,8335,138,0.27,19427,54
R_00833,NODE_0009,NODE_0140,Truck,4118,1286,0.54,19483,163
R_00834,NODE_0164,NODE_0205,Sea,837,1106,0.28,2762,95
R_00835,NODE_0223,NODE_0092,Rail,494,1181,0.3,10427,31
R_00836,NODE_0058,NODE_0050,Sea,2855,684,0.17,10374,204
R_00837,NODE_0045,NODE_0078,Rail,6772,1489,0.28,12659,54
R_00838,NODE_0013,NODE_0029,Rail,6488,302,0.3,15527,236
R_00839,NODE_0165,NODE_0132,Rail,2081,206,0.28,9749,134
R_00840,NODE_0260,NODE_0258,Rail,1985,651,0.26,17231,149
R_00841,NODE_0208,NODE_0033,Rail,573,934,0.35,2610,76
R_00842,NODE_0283,NODE_0051,Truck,9188,1434,0.61,11981,153
R_00843,NODE_0208,NODE_0228,Truck,10516,1124,0.49,6665,103
R_00844,NODE_0276,NODE_0086,Truck,8906,967,0.64,16802,18
R_00845,NODE_0000,NODE_0237,Sea,4839,1437,0.3,2017,23
R_00846,NODE_0246,NODE_0139,Sea,4210,1492,0.21,13515,223
R_00847,NODE_0108,NODE_0299,Sea,4709,193,0.17,19501,152
R_00848,NODE_0035,NODE_0153,Truck,6576,351,0.62,11157,232
R_00849,NODE_0221,NODE_0107,Sea,8370,751,0.28,13227,170
R_00850,NODE_0133,NODE_0231,Rail,4129,1456,0.4,13194,61
R_00851,NODE_0235,NODE_0168,Truck,11435,373,0.58,2067,163
R_00852,NODE_0243,NODE_0002,Truck,11121,455,0.53,18022,203
R_00853,NODE_0201,NODE_0275,Truck,10734,1433,0.47,3014,236
R_00854,NODE_0227,NODE_0063,Rail,6266,1331,0.3,7806,222
R_00855,NODE_0004,NODE_0063,Rail,6169,495,0.32,9258,198
R_00856,NODE_0010,NODE_0143,Sea,11719,832,0.18,11934,214
R_00857,NODE_0113,NODE_0119,Rail,6047,175,0.29,8851,9
R_00858,NODE_0100,NODE_0202,Truck,4644,1265,0.55,7586,149
R_00859,NODE_0099,NODE_0289,Sea,11280,1334,0.23,4141,158
R_00860,NODE_0065,NODE_0033,Truck,4353,1267,0.62,19140,194
R_00861,NODE_0140,NODE_0098,Sea,478,1488,0.23,10287,182
R_00862,NODE_0286,NODE_0232,Truck,7097,1412,0.58,3699,226
R_00863,NODE_0165,NODE_0221,Rail,4589,349,0.35,17289,134
R_00864,NODE_0185,NODE_0264,Truck,11916,559,0.46,15764,144
R_00865,NODE_0229,NODE_0161,Truck,6520,498,0.52,2831,196
R_00866,NODE_0115,NODE_0216,Truck,4195,503,0.48,12184,24
R_00867,NODE_0049,NODE_0014,Rail,7177,149,0.34,12954,223
R_00868,NODE_0128,NODE_0126,Truck,7859,588,0.64,3783,218
R_00869,NODE_0170,NODE_0266,Truck,1294,1328,0.57,5134,168
R_00870,NODE_0228,NODE_0296,Truck,1501,224,0.63,14366,88
R_00871,NODE_0033,NODE_0065,Truck,7340,212,0.51,16150,24
R_00872,NODE_0052,NODE_0028,Sea,955,703,0.28,15162,32
R_00873,NODE_0210,NODE_0119,Sea,10908,1377,0.15,14580,126
R_00874,NODE_0219,NODE_0051,Rail,10764,1483,0.37,16879,140
R_00875,NODE_0168,NODE_0098,Truck,1782,125,0.57,4213,159
R_00876,NODE_0099,NODE_0293,Truck,10542,1142,0.5,15795,131
R_00877,NODE_0227,NODE_0095,Truck,2355,190,0.46,12212,157
R_00878,NODE_0223,NODE_0262,Sea,5961,737,0.24,19732,206
R_00879,NODE_0074,NODE_0075,Rail,5157,1335,0.3,14085,10
R_00880,NODE_0265,NODE_0074,Truck,3989,1138,0.61,3789,116
R_00881,NODE_0176,NODE_0100,Truck,10594,512,0.61,13191,56
R_00882,NODE_0243,NODE_0239,Sea,11444,778,0.28,12998,165
R_00883,NODE_0153,NODE_0214,Rail,2758,314,0.32,3382,134
R_00884,NODE_0112,NODE_0001,Sea,3754,571,0.22,8984,69
R_00885,NODE_0246,NODE_0169,Sea,6258,520,0.21,2220,100
R_00886,NODE_0005,NODE_0037,Rail,591,1236,0.27,11521,120
R_00887,NODE_0099,NODE_0299,Rail,819,160,0.28,11309,52
R_00888,NODE_0112,NODE_0134,Sea,2955,795,0.28,10059,53
R_00889,NODE_0100,NODE_0011,Truck,4389,307,0.45,6497,105
R_00890,NODE_0056,NODE_0173,Truck,5098,1034,0.5,14201,177
R_00891,NODE_0087,NODE_0269,Sea,7206,233,0.17,6285,211
R_00892,NODE_0097,NODE_0098,Sea,6296,866,0.2,16075,170
R_00893,NODE_0125,NODE_0023,Sea,9722,487,0.28,11639,210
R_00894,NODE_0076,NODE_0167,Truck,972,1389,0.61,6143,225
R_00895,NODE_0260,NODE_0299,Rail,3528,266,0.37,4125,50
R_00896,NODE_0260,NODE_0198,Sea,8442,866,0.22,17213,53
R_00897,NODE_0164,NODE_0191,Sea,11478,1089,0.26,18213,129
R_00898,NODE_0137,NODE_0297,Rail,10554,1295,0.35,8789,64
R_00899,NODE_0103,NODE_0231,Truck,6586,547,0.51,14356,154
R_00900,NODE_0080,NODE_0191,Rail,9120,273,0.27,4753,83
R_00901,NODE_0227,NODE_0265,Rail,3871,1295,0.26,18785,167
R_00902,NODE_0172,NODE_0218,Rail,7760,985,0.31,18303,89
R_00903,NODE_0139,NODE_0195,Truck,3042,1004,0.5,4486,99
R_00904,NODE_0042,NODE_0150,Sea,8501,1219,0.25,11057,66
R_00905,NODE_0050,NODE_0060,Truck,6002,178,0.56,12936,58
R_00906,NODE_0168,NODE_0128,Rail,11299,662,0.28,6517,226
R_00907,NODE_0278,NODE_0133,Truck,5006,677,0.61,15232,111
R_00908,NODE_0296,NODE_0006,Rail,10816,1149,0.4,6891,229
R_00909,NODE_0203,NODE_0116,Truck,11951,529,0.54,18902,158
R_00910,NODE_0282,NODE_0239,Sea,7659,797,0.27,12258,224
R_00911,NODE_0096,NODE_0219,Sea,6943,529,0.22,2986,103
R_00912,NODE_0071,NODE_0295,Truck,5106,119,0.55,13621,94
R_00913,NODE_0115,NODE_0214,Rail,11335,926,0.36,19616,84
R_00914,NODE_0166,NODE_0011,Sea,627,384,0.17,12821,153
R_00915,NODE_0293,NODE_0200,Rail,3445,900,0.26,14662,56
R_00916,NODE_0243,NODE_0055,Rail,9430,1024,0.35,11982,31
R_00917,NODE_0087,NODE_0053,Sea,9158,463,0.15,18010,14
R_00918,NODE_0095,NODE_0101,Truck,6422,681,0.49,11538,176
R_00919,NODE_0268,NODE_0035,Rail,1041,854,0.33,7630,91
R_00920,NODE_0210,NODE_0200,Truck,1914,364,0.56,17671,198
R_00921,NODE_0035,NODE_0199,Truck,2228,521,0.51,17557,48
R_00922,NODE_0294,NODE_0158,Sea,3425,1129,0.26,17039,78
R_00923,NODE_0103,NODE_0003,Truck,7402,231,0.61,10088,142
R_00924,NODE_0168,NODE_0291,Rail,7639,1047,0.34,4985,81
R_00925,NODE_0233,NODE_0177,Sea,11759,709,0.21,7738,114
R_00926,NODE_0127,NODE_0091,Sea,7179,1037,0.21,8011,186
R_00927,NODE_0291,NODE_0048,Rail,11546,189,0.29,7175,78
R_00928,NODE_0275,NODE_0149,Sea,1193,544,0.29,15476,203
R_00929,NODE_0283,NODE_0062,Rail,1353,315,0.33,12682,112
R_00930,NODE_0230,NODE_0084,Rail,3497,1136,0.26,2875,26
R_00931,NODE_0236,NODE_0195,Rail,6642,498,0.31,2351,72
R_00932,NODE_0058,NODE_0069,Rail,11082,1050,0.32,4235,29
R_00933,NODE_0280,NODE_0124,Sea,7271,387,0.22,11146,223
R_00934,NODE_0082,NODE_0087,Truck,10044,305,0.49,6068,144
R_00935,NODE_0200,NODE_0086,Truck,11100,122,0.59,7029,120
R_00936,NODE_0183,NODE_0091,Truck,11804,170,0.63,19442,63
R_00937,NODE_0226,NODE_0024,Sea,8666,1412,0.25,5368,107
R_00938,NODE_0157,NODE_0227,Truck,9900,109,0.46,14366,204
R_00939,NODE_0103,NODE_0127,Rail,4008,509,0.26,15817,15
R_00940,NODE_0007,NODE_0172,Truck,11240,1470,0.46,5165,212
R_00941,NODE_0085,NODE_0022,Rail,8496,320,0.37,12573,151
R_00942,NODE_0097,NODE_0106,Sea,6572,976,0.17,9005,35
R_00943,NODE_0182,NODE_0165,Truck,345,923,0.58,2392,107
R_00944,NODE_0108,NODE_0234,Truck,1181,1447,0.61,14090,19
R_00945,NODE_0034,NODE_0111,Rail,5040,1326,0.32,5336,190
R_00946,NODE_0274,NODE_0291,Truck,4227,294,0.57,14732,181
R_00947,NODE_0068,NODE_0170,Truck,10509,751,0.65,17798,25
R_00948,NODE_0171,NODE_0009,Sea,9685,1019,0.21,9616,136
R_00949,NODE_0006,NODE_0119,Truck,10198,354,0.51,16041,201
R_00950,NODE_0124,NODE_0040,Truck,2353,867,0.55,8619,46
R_00951,NODE_0192,NODE_0104,Sea,721,587,0.29,16540,197
R_00952,NODE_0168,NODE_0068,Rail,5302,1418,0.37,3297,141
R_00953,NODE_0212,NODE_0147,Truck,3852,778,0.52,8744,146
R_00954,NODE_0027,NODE_0127,Sea,11507,555,0.24,14500,141
R_00955,NODE_0164,NODE_0093,Rail,10418,112,0.26,18110,25
R_00956,NODE_0098,NODE_0026,Sea,2418,518,0.17,7691,159
R_00957,NODE_0281,NODE_0104,Truck,8413,260,0.54,17305,87
R_00958,NODE_0084,NODE_0101,Truck,7047,461,0.57,11932,81
R_00959,NODE_0295,NODE_0229,Sea,3399,656,0.28,17767,28
R_00960,NODE_0184,NODE_0203,Rail,2848,1064,0.32,18557,164
R_00961,NODE_0221,NODE_0079,Rail,424,881,0.31,4727,202
R_00962,NODE_0153,NODE_0275,Truck,9157,459,0.5,17192,86
R_00963,NODE_0232,NODE_0145,Rail,9310,1341,0.32,12919,42
R_00964,NODE_0240,NODE_0100,Truck,3206,108,0.45,18406,194
R_00965,NODE_0191,NODE_0251,Rail,6912,908,0.4,14227,106
R_00966,NODE_0250,NODE_0157,Sea,9738,245,0.21,3272,39
R_00967,NODE_0197,NODE_0289,Truck,3282,993,0.64,13422,138
R_00968,NODE_0250,NODE_0188,Sea,1045,1433,0.21,15894,196
R_00969,NODE_0126,NODE_0124,Rail,665,840,0.34,2925,186
R_00970,NODE_0075,NODE_0133,Sea,7562,1494,0.17,10107,162
R_00971,NODE_0296,NODE_0082,Truck,2012,289,0.58,14594,109
R_00972,NODE_0041,NODE_0265,Truck,7029,439,0.62,10286,185
R_00973,NODE_0154,NODE_0256,Sea,10888,883,0.24,15487,200
R_00974,NODE_0045,NODE_0055,Sea,9481,805,0.27,10815,199
R_00975,NODE_0107,NODE_0203,Sea,5147,113,0.3,18112,8
R_00976,NODE_0049,NODE_0035,Sea,6945,1175,0.21,11448,195
R_00977,NODE_0220,NODE_0087,Truck,6238,481,0.59,8488,132
R_00978,NODE_0093,NODE_0257,Truck,7483,1261,0.61,8082,59
R_00979,NODE_0030,NODE_0093,Truck,4349,937,0.54,5578,230
R_00980,NODE_0085,NODE_0040,Rail,1504,873,0.27,4105,95
R_00981,NODE_0015,NODE_0299,Truck,7929,1093,0.58,5303,10
R_00982,NODE_0031,NODE_0136,Truck,11000,1292,0.61,3371,32
R_00983,NODE_0108,NODE_0267,Truck,6254,1334,0.55,10710,132
R_00984,NODE_0242,NODE_0172,Sea,7136,789,0.21,13241,88
R_00985,NODE_0122,NODE_0184,Sea,6628,875,0.24,13666,231
R_00986,NODE_0169,NODE_0051,Truck,7586,922,0.6,6550,14
R_00987,NODE_0062,NODE_0271,Rail,11556,609,0.31,17571,139
R_00988,NODE_0211,NODE_0096,Truck,10554,759,0.45,13803,231
R_00989,NODE_0023,NODE_0166,Sea,7379,578,0.24,15112,197
R_00990,NODE_0041,NODE_0178,Rail,7900,1448,0.38,5291,195
R_00991,NODE_0197,NODE_0150,Sea,3296,393,0.28,18535,16
R_00992,NODE_0065,NODE_0254,Truck,5037,1478,0.65,17296,51
R_00993,NODE_0228,NODE_0059,Rail,10956,1207,0.29,8935,51
R_00994,NODE_0045,NODE_0054,Rail,11827,159,0.27,12698,239
R_00995,NODE_0196,NODE_0143,Truck,11882,627,0.58,6033,178
R_00996,NODE_0069,NODE_0273,Sea,11985,1107,0.16,12905,231
R_00997,NODE_0114,NODE_0294,Sea,1159,1418,0.2,14505,175
R_00998,NODE_0287,NODE_0223,Truck,3762,630,0.47,4873,36
R_00999,NODE_0045,NODE_0174,Sea,9802,485,0.26,5804,154
R_01000,NODE_0188,NODE_0065,Rail,6329,1281,0.36,12184,23
R_01001,NODE_0274,NODE_0097,Rail,7041,754,0.37,6138,141
R_01002,NODE_0113,NODE_0054,Rail,250,1202,0.38,12352,45
R_01003,NODE_0151,NODE_0112,Rail,11240,1033,0.27,11286,45
R_01004,NODE_0017,NODE_0163,Rail,8330,352,0.29,17672,169
R_01005,NODE_0110,NODE_0253,Rail,11636,871,0.26,12916,47
R_01006,NODE_0107,NODE_0115,Sea,961,466,0.28,14838,84
R_01007,NODE_0081,NODE_0011,Sea,6527,791,0.21,17513,97
R_01008,NODE_0200,NODE_0036,Sea,4737,678,0.25,8392,187
R_01009,NODE_0280,NODE_0201,Truck,2244,762,0.6,3773,225
R_01010,NODE_0155,NODE_0234,Sea,2781,1282,0.17,17808,82
R_01011,NODE_0074,NODE_0107,Truck,3305,1433,0.45,5340,181
R_01012,NODE_0075,NODE_0192,Rail,11232,444,0.39,5147,99
R_01013,NODE_0242,NODE_0091,Truck,2022,1155,0.58,16215,46
R_01014,NODE_0206,NODE_0125,Truck,2046,593,0.53,11918,184
R_01015,NODE_0088,NODE_0192,Sea,11089,1448,0.16,17193,229
R_01016,NODE_0195,NODE_0140,Sea,10801,1011,0.21,5932,37
R_01017,NODE_0042,NODE_0062,Rail,10608,1469,0.39,9370,13
R_01018,NODE_0293,NODE_0245,Rail,11466,293,0.37,7934,106
R_01019,NODE_0247,NODE_0222,Rail,9462,356,0.26,4080,190
R_01020,NODE_0275,NODE_0094,Rail,11580,140,0.31,19577,208
R_01021,NODE_0271,NODE_0250,Truck,8601,1297,0.56,6066,200
R_01022,NODE_0106,NODE_0060,Truck,9915,468,0.45,16654,212
R_01023,NODE_0160,NODE_0062,Truck,2210,1277,0.49,7282,30
R_01024,NODE_0287,NODE_0131,Truck,1486,355,0.55,13913,147
R_01025,NODE_0087,NODE_0216,Sea,101,608,0.2,19021,239
R_01026,NODE_0150,NODE_0273,Rail,2391,1281,0.32,12254,141
R_01027,NODE_0180,NODE_0275,Sea,3538,302,0.25,3465,68
R_01028,NODE_0018,NODE_0096,Truck,5010,540,0.64,9079,159
R_01029,NODE_0183,NODE_0142,Truck,10295,964,0.46,10354,74
R_01030,NODE_0195,NODE_0083,Rail,7572,270,0.39,15937,185
R_01031,NODE_0073,NODE_0274,Truck,1256,1389,0.6,8312,190
R_01032,NODE_0190,NODE_0288,Sea,10713,1147,0.24,15752,218
R_01033,NODE_0078,NODE_0161,Rail,6308,153,0.39,10110,27
R_01034,NODE_0138,NODE_0063,Sea,1902,1500,0.23,4161,92
R_01035,NODE_0045,NODE_0185,Rail,4576,399,0.38,9397,78
R_01036,NODE_0005,NODE_0050,Rail,3740,875,0.39,6046,52
R_01037,NODE_0269,NODE_0156,Sea,8121,295,0.23,11240,149
R_01038,NODE_0138,NODE_0050,Truck,2897,751,0.64,14765,54
R_01039,NODE_0176,NODE_0272,Sea,9842,924,0.22,6180,74
R_01040,NODE_0004,NODE_0262,Sea,2647,1446,0.17,14412,153
R_01041,NODE_0136,NODE_0027,Sea,10572,858,0.26,10162,181
R_01042,NODE_0214,NODE_0234,Truck,7291,824,0.61,18457,81
R_01043,NODE_0141,NODE_0219,Sea,11871,568,0.2,4848,86
R_01044,NODE_0208,NODE_0160,Truck,10498,262,0.47,9865,31
R_01045,NODE_0084,NODE_0294,Truck,1485,685,0.56,18149,214
R_01046,NODE_0005,NODE_0217,Sea,8434,379,0.22,18875,183
R_01047,NODE_0272,NODE_0063,Rail,327,1362,0.28,2238,190
R_01048,NODE_0217,NODE_0273,Sea,5753,600,0.3,19305,183
R_01049,NODE_0021,NODE_0229,Truck,11151,1172,0.63,7728,27
R_01050,NODE_0187,NODE_0068,Sea,5888,204,0.21,14422,51
R_01051,NODE_0191,NODE_0057,Rail,11225,611,0.37,5862,82
R_01052,NODE_0153,NODE_0247,Rail,4437,536,0.25,14898,63
R_01053,NODE_0156,NODE_0263,Truck,7686,1365,0.62,3884,99
R_01054,NODE_0003,NODE_0235,Rail,4988,824,0.27,13459,235
R_01055,NODE_0095,NODE_0205,Rail,245,307,0.31,8473,29
R_01056,NODE_0270,NODE_0263,Truck,6829,353,0.63,2226,47
R_01057,NODE_0128,NODE_0115,Rail,6577,866,0.29,16035,236
R_01058,NODE_0093,NODE_0274,Rail,1880,998,0.35,16396,49
R_01059,NODE_0071,NODE_0181,Sea,7210,111,0.2,8503,36
R_01060,NODE_0097,NODE_0145,Truck,2290,908,0.53,12853,238
R_01061,NODE_0016,NODE_0082,Sea,3360,1081,0.29,10709,38
R_01062,NODE_0215,NODE_0250,Sea,8219,1496,0.26,12645,200
R_01063,NODE_0204,NODE_0256,Sea,6470,369,0.17,5534,210
R_01064,NODE_0010,NODE_0064,Truck,5738,1124,0.45,9749,21
R_01065,NODE_0175,NODE_0219,Sea,231,989,0.22,11247,132
R_01066,NODE_0042,NODE_0219,Truck,10218,412,0.6,8123,71
R_01067,NODE_0143,NODE_0058,Rail,11584,606,0.35,16062,58
R_01068,NODE_0242,NODE_0052,Sea,8330,1351,0.18,6873,66
R_01069,NODE_0061,NODE_0067,Rail,728,660,0.4,6790,117
R_01070,NODE_0009,NODE_0102,Truck,934,878,0.53,12041,187
R_01071,NODE_0118,NODE_0113,Rail,7080,1081,0.26,15994,172
R_01072,NODE_0026,NODE_0155,Truck,4511,844,0.51,13502,190
R_01073,NODE_0214,NODE_0126,Rail,879,472,0.26,3708,177
R_01074,NODE_0164,NODE_0108,Rail,7834,673,0.39,5301,118
R_01075,NODE_0094,NODE_0129,Rail,6056,784,0.3,5174,179
R_01076,NODE_0006,NODE_0282,Truck,5526,838,0.6,13841,198
R_01077,NODE_0270,NODE_0190,Truck,10753,665,0.49,14584,30
R_01078,NODE_0054,NODE_0066,Sea,9960,346,0.16,8240,57
R_01079,NODE_0228,NODE_0050,Truck,9055,1367,0.52,17538,202
R_01080,NODE_0103,NODE_0273,Sea,2617,189,0.17,15703,148
R_01081,NODE_0129,NODE_0286,Rail,6096,1018,0.34,5847,119
R_01082,NODE_0034,NODE_0247,Rail,8681,1131,0.37,7470,161
R_01083,NODE_0140,NODE_0066,Rail,844,1259,0.26,8232,197
R_01084,NODE_0203,NODE_0253,Sea,8823,1151,0.3,7423,120
R_01085,NODE_0260,NODE_0196,Sea,6493,920,0.24,8780,55
R_01086,NODE_0001,NODE_0081,Sea,3668,1312,0.25,18803,124
R_01087,NODE_0257,NODE_0268,Rail,5071,551,0.29,10798,149
R_01088,NODE_0060,NODE_0087,Truck,847,1192,0.5,3280,171
R_01089,NODE_0075,NODE_0142,Truck,4530,205,0.58,10159,218
R_01090,NODE_0107,NODE_0273,Truck,122,1428,0.52,14095,91
R_01091,NODE_0042,NODE_0281,Rail,11930,373,0.31,11663,91
R_01092,NODE_0029,NODE_0005,Rail,3692,672,0.28,2512,145
R_01093,NODE_0298,NODE_0054,Sea,11374,882,0.29,10432,230
R_01094,NODE_0282,NODE_0105,Rail,3714,764,0.29,14958,47
R_01095,NODE_0228,NODE_0118,Sea,11999,988,0.21,17696,31
R_01096,NODE_0253,NODE_0092,Rail,3131,460,0.28,18073,194
R_01097,NODE_0092,NODE_0144,Truck,5181,433,0.63,14917,183
R_01098,NODE_0096,NODE_0035,Truck,1280,973,0.5,15189,33
R_01099,NODE_0269,NODE_0070,Sea,293,1335,0.16,14582,13
R_01100,NODE_0056,NODE_0006,Sea,816,370,0.19,4739,76
R_01101,NODE_0073,NODE_0006,Truck,1842,1210,0.6,13088,226
R_01102,NODE_0043,NODE_0103,Truck,7971,1252,0.63,7345,86
R_01103,NODE_0169,NODE_0245,Truck,4094,214,0.56,10764,168
R_01104,NODE_0278,NODE_0063,Truck,829,310,0.56,5360,138
R_01105,NODE_0212,NODE_0072,Truck,3775,149,0.5,14628,45
R_01106,NODE_0180,NODE_0146,Truck,11313,887,0.59,5683,133
R_01107,NODE_0086,NODE_0056,Truck,1766,677,0.52,12935,38
R_01108,NODE_0184,NODE_0043,Truck,10004,409,0.49,19382,93
R_01109,NODE_0092,NODE_0217,Truck,11032,717,0.57,11404,97
R_01110,NODE_0053,NODE_0138,Rail,10941,855,0.39,4502,209
R_01111,NODE_0001,NODE_0076,Sea,2501,755,0.17,16637,192
R_01112,NODE_0244,NODE_0034,Truck,9567,975,0.64,11125,45
R_01113,NODE_0046,NODE_0165,Truck,3079,888,0.52,18194,116
R_01114,NODE_0246,NODE_0211,Sea,10530,782,0.17,10057,106
R_01115,NODE_0214,NODE_0281,Rail,8926,1193,0.32,19570,218
R_01116,NODE_0117,NODE_0196,Truck,9618,963,0.56,9187,187
R_01117,NODE_0044,NODE_0120,Rail,146,516,0.4,2562,100
R_01118,NODE_0285,NODE_0242,Truck,1904,222,0.63,13824,225
