shipment_id,origin_node_id,destination_node_id,volume_units,priority_level,baseline_cost_usd
S_005517,NODE_0155,NODE_0233,11,Medium,4509
S_005518,NODE_0103,NODE_0230,28,Medium,802
S_005519,NODE_0141,NODE_0020,19,Medium,4258
S_005520,NODE_0273,NODE_0034,20,Medium,3486
S_005521,NODE_0199,NODE_0172,19,Medium,4192
S_005522,NODE_0119,NODE_0197,4,Low,2143
S_005523,NODE_0128,NODE_0010,11,Medium,2184
S_005524,NODE_0205,NODE_0277,29,High,1291
S_005525,NODE_0026,NODE_0265,28,High,665
S_005526,NODE_0150,NODE_0056,23,High,4570
S_005527,NODE_0160,NODE_0219,20,High,2776
S_005528,NODE_0109,NODE_0016,16,High,1823
S_005529,NODE_0053,NODE_0257,22,High,4238
S_005530,NODE_0232,NODE_0034,22,High,3976
S_005531,NODE_0295,NODE_0051,13,Medium,4647
S_005532,NODE_0236,NODE_0092,8,Medium,2525
S_005533,NODE_0157,NODE_0035,4,Low,2660
S_005534,NODE_0275,NODE_0169,15,High,3937
S_005535,NODE_0230,NODE_0056,5,Medium,3184
S_005536,NODE_0244,NODE_0081,18,Low,1676
S_005537,NODE_0060,NODE_0085,28,Medium,4874
S_005538,NODE_0260,NODE_0187,30,High,1848
S_005539,NODE_0132,NODE_0295,22,High,1024
S_005540,NODE_0207,NODE_0013,21,High,2893
S_005541,NODE_0051,NODE_0178,22,High,3242
S_005542,NODE_0188,NODE_0098,15,High,2358
S_005543,NODE_0031,NODE_0142,7,Medium,3910
S_005544,NODE_0104,NODE_0063,17,Medium,3518
S_005545,NODE_0289,NODE_0206,16,Low,4539
S_005546,NODE_0063,NODE_0222,25,High,2592
S_005547,NODE_0130,NODE_0280,23,Low,2719
S_005548,NODE_0156,NODE_0001,1,Low,2726
S_005549,NODE_0018,NODE_0227,12,Medium,869
S_005550,NODE_0076,NODE_0122,25,Low,917
S_005551,NODE_0216,NODE_0159,25,Low,4141
S_005552,NODE_0248,NODE_0081,19,Medium,4793
S_005553,NODE_0082,NODE_0090,24,High,4623
S_005554,NODE_0169,NODE_0156,5,Medium,2188
S_005555,NODE_0136,NODE_0132,19,High,4476
S_005556,NODE_0294,NODE_0076,29,Medium,1441
S_005557,NODE_0245,NODE_0099,26,Medium,3841
S_005558,NODE_0164,NODE_0141,15,High,3500
S_005559,NODE_0260,NODE_0236,27,High,2493
S_005560,NODE_0247,NODE_0034,30,Low,3142
S_005561,NODE_0096,NODE_0073,12,High,951
S_005562,NODE_0220,NODE_0253,15,Low,3152
S_005563,NODE_0099,NODE_0205,1,High,1375
S_005564,NODE_0243,NODE_0148,30,Low,664
S_005565,NODE_0131,NODE_0031,30,Low,3368
S_005566,NODE_0193,NODE_0030,2,Medium,1490
S_005567,NODE_0102,NODE_0050,14,High,3750
S_005568,NODE_0253,NODE_0238,12,Low,4434
S_005569,NODE_0000,NODE_0224,4,Low,4169
S_005570,NODE_0294,NODE_0239,4,Medium,4022
S_005571,NODE_0109,NODE_0166,1,Medium,2921
S_005572,NODE_0091,NODE_0234,6,High,692
S_005573,NODE_0150,NODE_0107,17,High,1324
S_005574,NODE_0249,NODE_0208,15,Medium,1609
S_005575,NODE_0085,NODE_0224,2,Low,3348
S_005576,NODE_0159,NODE_0126,3,Medium,2401
S_005577,NODE_0294,NODE_0034,11,High,3031
S_005578,NODE_0215,NODE_0139,29,Medium,1533
S_005579,NODE_0171,NODE_0214,2,Medium,3645
S_005580,NODE_0239,NODE_0262,6,High,867
S_005581,NODE_0104,NODE_0223,20,Low,3701
S_005582,NODE_0055,NODE_0163,23,High,3374
S_005583,NODE_0016,NODE_0094,13,Low,2446
S_005584,NODE_0131,NODE_0015,23,High,4360
S_005585,NODE_0115,NODE_0047,28,Low,1767
S_005586,NODE_0028,NODE_0221,13,Medium,4067
S_005587,NODE_0207,NODE_0165,10,High,534
S_005588,NODE_0166,NODE_0119,24,High,1964
S_005589,NODE_0142,NODE_0080,21,High,1433
S_005590,NODE_0210,NODE_0289,9,Low,3243
S_005591,NODE_0114,NODE_0085,17,High,4058
S_005592,NODE_0037,NODE_0238,18,High,598
S_005593,NODE_0187,NODE_0283,29,Low,2464
S_005594,NODE_0265,NODE_0016,11,Medium,2337
S_005595,NODE_0095,NODE_0059,8,Medium,4133
S_005596,NODE_0285,NODE_0286,13,Medium,3423
S_005597,NODE_0170,NODE_0190,5,Medium,1402
S_005598,NODE_0161,NODE_0061,1,Medium,591
S_005599,NODE_0178,NODE_0187,16,Low,3483
S_005600,NODE_0080,NODE_0191,2,High,3764
S_005601,NODE_0272,NODE_0252,29,Medium,2869
S_005602,NODE_0047,NODE_0064,25,Low,3315
S_005603,NODE_0298,NODE_0279,19,Medium,1919
S_005604,NODE_0162,NODE_0287,13,High,1732
S_005605,NODE_0204,NODE_0126,11,Medium,704
S_005606,NODE_0017,NODE_0196,21,Low,3242
S_005607,NODE_0177,NODE_0032,12,Low,4453
S_005608,NODE_0228,NODE_0185,3,High,2144
S_005609,NODE_0243,NODE_0266,9,High,3240
S_005610,NODE_0111,NODE_0034,27,Low,4221
S_005611,NODE_0101,NODE_0136,25,Medium,3238
S_005612,NODE_0271,NODE_0010,22,Low,4534
S_005613,NODE_0216,NODE_0081,4,Low,2702
S_005614,NODE_0213,NODE_0045,13,Medium,3585
S_005615,NODE_0039,NODE_0163,5,High,4035
S_005616,NODE_0171,NODE_0127,5,Low,1544
S_005617,NODE_0133,NODE_0230,2,High,4678
S_005618,NODE_0048,NODE_0001,4,Medium,4825
S_005619,NODE_0055,NODE_0085,19,High,4126
S_005620,NODE_0037,NODE_0285,18,Medium,856
S_005621,NODE_0284,NODE_0128,8,Medium,2974
S_005622,NODE_0283,NODE_0061,26,Low,3791
S_005623,NODE_0263,NODE_0056,16,High,2545
S_005624,NODE_0004,NODE_0007,17,Low,3151
S_005625,NODE_0263,NODE_0277,26,High,597
S_005626,NODE_0168,NODE_0260,2,High,1489
S_005627,NODE_0137,NODE_0008,7,Low,2815
S_005628,NODE_0012,NODE_0174,2,High,1420
S_005629,NODE_0024,NODE_0173,13,High,2313
S_005630,NODE_0174,NODE_0265,24,High,4039
S_005631,NODE_0019,NODE_0094,4,Low,1061
S_005632,NODE_0049,NODE_0210,23,Medium,2985
S_005633,NODE_0214,NODE_0011,29,Low,1115
S_005634,NODE_0082,NODE_0148,29,Medium,4170
S_005635,NODE_0216,NODE_0132,5,High,1440
S_005636,NODE_0076,NODE_0177,19,High,2057
S_005637,NODE_0203,NODE_0081,2,Medium,2691
S_005638,NODE_0260,NODE_0286,26,Medium,3129
S_005639,NODE_0038,NODE_0088,13,Low,1717
S_005640,NODE_0000,NODE_0125,8,Low,2627
S_005641,NODE_0221,NODE_0189,14,High,3399
S_005642,NODE_0253,NODE_0061,25,Medium,3700
S_005643,NODE_0181,NODE_0251,28,High,1290
S_005644,NODE_0108,NODE_0011,10,High,3329
S_005645,NODE_0029,NODE_0155,8,High,3744
S_005646,NODE_0148,NODE_0051,13,Medium,3381
S_005647,NODE_0020,NODE_0270,13,Low,3145
S_005648,NODE_0097,NODE_0066,25,Low,2352
S_005649,NODE_0011,NODE_0241,5,Medium,4507
S_005650,NODE_0197,NODE_0130,4,Low,3885
S_005651,NODE_0050,NODE_0111,22,High,3482
S_005652,NODE_0185,NODE_0250,9,Medium,4957
S_005653,NODE_0203,NODE_0060,17,High,609
S_005654,NODE_0165,NODE_0258,7,High,2510
S_005655,NODE_0159,NODE_0018,17,Low,3522
S_005656,NODE_0138,NODE_0142,27,Low,4381
S_005657,NODE_0263,NODE_0271,12,High,4970
S_005658,NODE_0261,NODE_0063,19,Low,624
S_005659,NODE_0221,NODE_0196,12,Medium,2106
S_005660,NODE_0091,NODE_0189,22,High,3897
S_005661,NODE_0072,NODE_0234,14,High,1837
S_005662,NODE_0071,NODE_0122,14,High,2432
S_005663,NODE_0042,NODE_0089,16,Medium,2389
S_005664,NODE_0130,NODE_0062,18,Low,3321
S_005665,NODE_0173,NODE_0240,27,High,768
S_005666,NODE_0082,NODE_0068,29,High,645
S_005667,NODE_0045,NODE_0232,16,Low,719
S_005668,NODE_0215,NODE_0066,19,Medium,3472
S_005669,NODE_0009,NODE_0068,24,Medium,2845
S_005670,NODE_0136,NODE_0232,8,Medium,2249
S_005671,NODE_0142,NODE_0048,29,High,2809
S_005672,NODE_0126,NODE_0037,1,High,2277
S_005673,NODE_0095,NODE_0122,24,High,1513
S_005674,NODE_0270,NODE_0220,27,High,3997
S_005675,NODE_0239,NODE_0293,21,Low,3977
S_005676,NODE_0216,NODE_0249,24,Medium,4355
S_005677,NODE_0246,NODE_0069,25,Low,1299
S_005678,NODE_0040,NODE_0031,10,Low,2387
S_005679,NODE_0260,NODE_0128,8,High,4336
S_005680,NODE_0285,NODE_0088,13,Low,1195
S_005681,NODE_0279,NODE_0228,16,High,4396
S_005682,NODE_0177,NODE_0113,7,High,2814
S_005683,NODE_0072,NODE_0068,11,Low,2351
S_005684,NODE_0066,NODE_0068,9,Low,3449
S_005685,NODE_0252,NODE_0244,15,Low,4235
S_005686,NODE_0233,NODE_0129,12,Medium,3277
S_005687,NODE_0024,NODE_0084,4,High,4769
S_005688,NODE_0269,NODE_0176,6,Low,1317
S_005689,NODE_0144,NODE_0269,10,Medium,785
S_005690,NODE_0116,NODE_0193,7,High,2386
S_005691,NODE_0298,NODE_0202,23,High,4507
S_005692,NODE_0277,NODE_0258,28,Medium,1944
S_005693,NODE_0008,NODE_0146,15,Medium,2520
S_005694,NODE_0188,NODE_0257,26,High,3048
S_005695,NODE_0228,NODE_0243,2,Medium,2502
S_005696,NODE_0090,NODE_0269,11,Low,1571
S_005697,NODE_0027,NODE_0076,30,Medium,3043
S_005698,NODE_0208,NODE_0041,28,Medium,4384
S_005699,NODE_0148,NODE_0210,24,Medium,4204
S_005700,NODE_0268,NODE_0034,17,High,4733
S_005701,NODE_0222,NODE_0110,23,Medium,1142
S_005702,NODE_0115,NODE_0293,11,High,2880
S_005703,NODE_0167,NODE_0299,5,High,1029
S_005704,NODE_0058,NODE_0286,11,High,4089
S_005705,NODE_0088,NODE_0117,21,Medium,923
S_005706,NODE_0044,NODE_0143,15,Low,4549
S_005707,NODE_0249,NODE_0292,14,Low,3785
S_005708,NODE_0100,NODE_0258,30,High,3605
S_005709,NODE_0180,NODE_0149,25,High,4542
S_005710,NODE_0237,NODE_0291,3,High,4421
S_005711,NODE_0283,NODE_0078,26,Low,666
S_005712,NODE_0022,NODE_0281,23,High,1510
S_005713,NODE_0011,NODE_0015,4,High,2593
S_005714,NODE_0091,NODE_0258,27,Medium,3909
S_005715,NODE_0029,NODE_0202,6,Medium,1202
S_005716,NODE_0164,NODE_0250,11,High,3286
S_005717,NODE_0055,NODE_0129,28,High,850
S_005718,NODE_0289,NODE_0203,15,Low,614
S_005719,NODE_0261,NODE_0004,1,High,2672
S_005720,NODE_0180,NODE_0263,23,Medium,2002
S_005721,NODE_0139,NODE_0080,22,Low,4463
S_005722,NODE_0150,NODE_0201,14,Medium,1552
S_005723,NODE_0152,NODE_0264,7,Low,3328
S_005724,NODE_0058,NODE_0233,4,High,4307
S_005725,NODE_0079,NODE_0169,3,Low,2278
S_005726,NODE_0131,NODE_0105,25,Low,3183
S_005727,NODE_0118,NODE_0221,15,Medium,4165
S_005728,NODE_0247,NODE_0254,15,Low,2553
S_005729,NODE_0066,NODE_0198,26,Medium,4858
S_005730,NODE_0246,NODE_0165,2,Low,1070
S_005731,NODE_0004,NODE_0153,23,High,4084
S_005732,NODE_0047,NODE_0131,1,Medium,4410
S_005733,NODE_0038,NODE_0093,28,High,744
S_005734,NODE_0211,NODE_0043,22,High,788
S_005735,NODE_0246,NODE_0135,13,Medium,3877
S_005736,NODE_0254,NODE_0139,16,Low,1238
S_005737,NODE_0235,NODE_0061,25,Low,2874
S_005738,NODE_0117,NODE_0188,13,Medium,4599
S_005739,NODE_0125,NODE_0025,7,Low,3352
S_005740,NODE_0100,NODE_0198,30,High,3545
S_005741,NODE_0073,NODE_0185,11,High,4149
S_005742,NODE_0194,NODE_0250,7,Medium,586
S_005743,NODE_0242,NODE_0286,25,Low,953
S_005744,NODE_0255,NODE_0090,17,High,2334
S_005745,NODE_0152,NODE_0236,27,Medium,2695
S_005746,NODE_0212,NODE_0036,6,High,3603
S_005747,NODE_0045,NODE_0133,20,High,2176
S_005748,NODE_0207,NODE_0121,4,High,3734
S_005749,NODE_0090,NODE_0225,11,Medium,2942
S_005750,NODE_0130,NODE_0114,19,Low,3108
S_005751,NODE_0032,NODE_0172,13,Medium,2283
S_005752,NODE_0008,NODE_0031,21,Medium,2145
S_005753,NODE_0199,NODE_0074,23,Low,940
S_005754,NODE_0183,NODE_0039,13,Medium,962
S_005755,NODE_0228,NODE_0261,15,High,954
S_005756,NODE_0153,NODE_0256,4,Low,2175
S_005757,NODE_0186,NODE_0100,28,High,4402
S_005758,NODE_0126,NODE_0212,12,Low,4454
S_005759,NODE_0083,NODE_0162,19,High,4957
S_005760,NODE_0200,NODE_0225,15,Medium,1001
S_005761,NODE_0171,NODE_0184,10,High,802
S_005762,NODE_0242,NODE_0045,6,High,3647
S_005763,NODE_0049,NODE_0166,10,High,4998
S_005764,NODE_0093,NODE_0244,1,Low,1542
S_005765,NODE_0293,NODE_0126,7,High,1359
S_005766,NODE_0108,NODE_0065,13,High,2097
S_005767,NODE_0241,NODE_0134,14,Low,1782
S_005768,NODE_0032,NODE_0127,14,High,4888
S_005769,NODE_0147,NODE_0038,12,Medium,4448
S_005770,NODE_0042,NODE_0069,24,High,1052
S_005771,NODE_0269,NODE_0136,6,High,3567
S_005772,NODE_0032,NODE_0180,26,Medium,1196
S_005773,NODE_0242,NODE_0223,22,Medium,3252
S_005774,NODE_0285,NODE_0080,5,Low,3519
S_005775,NODE_0185,NODE_0066,23,High,3147
S_005776,NODE_0284,NODE_0251,22,Low,4081
S_005777,NODE_0099,NODE_0002,26,High,1739
S_005778,NODE_0075,NODE_0280,25,High,1952
S_005779,NODE_0114,NODE_0120,12,Low,4949
S_005780,NODE_0224,NODE_0269,20,Medium,1350
S_005781,NODE_0191,NODE_0099,12,High,3858
S_005782,NODE_0153,NODE_0248,6,Medium,4811
S_005783,NODE_0158,NODE_0255,9,Medium,2769
S_005784,NODE_0184,NODE_0164,2,Medium,1736
S_005785,NODE_0266,NODE_0125,4,Low,1506
S_005786,NODE_0281,NODE_0180,24,High,903
S_005787,NODE_0269,NODE_0279,2,High,4433
S_005788,NODE_0161,NODE_0206,24,Medium,3372
S_005789,NODE_0013,NODE_0173,18,Low,598
S_005790,NODE_0163,NODE_0271,1,Low,512
S_005791,NODE_0287,NODE_0284,29,High,3944
S_005792,NODE_0249,NODE_0251,26,Medium,2577
S_005793,NODE_0255,NODE_0222,3,High,2237
S_005794,NODE_0228,NODE_0272,26,High,4989
S_005795,NODE_0218,NODE_0192,7,Medium,2922
S_005796,NODE_0198,NODE_0169,8,Low,2416
S_005797,NODE_0153,NODE_0227,15,Medium,3845
S_005798,NODE_0117,NODE_0101,16,High,1711
S_005799,NODE_0079,NODE_0220,30,Low,4612
S_005800,NODE_0058,NODE_0038,12,Low,1985
S_005801,NODE_0111,NODE_0248,10,Low,5000
S_005802,NODE_0255,NODE_0125,10,Medium,911
S_005803,NODE_0165,NODE_0084,4,High,2873
S_005804,NODE_0004,NODE_0163,30,High,531
S_005805,NODE_0129,NODE_0242,5,Medium,716
S_005806,NODE_0244,NODE_0288,14,Low,1122
S_005807,NODE_0138,NODE_0181,19,Medium,4193
S_005808,NODE_0120,NODE_0209,13,Low,4863
S_005809,NODE_0162,NODE_0297,4,High,1262
S_005810,NODE_0224,NODE_0152,16,High,2399
S_005811,NODE_0199,NODE_0223,12,Low,4114
S_005812,NODE_0270,NODE_0269,12,High,4189
S_005813,NODE_0153,NODE_0259,24,High,3337
S_005814,NODE_0185,NODE_0231,4,Low,1427
S_005815,NODE_0274,NODE_0129,9,Medium,3697
S_005816,NODE_0033,NODE_0222,8,High,3122
S_005817,NODE_0092,NODE_0173,16,Medium,4411
S_005818,NODE_0244,NODE_0247,9,Low,4092
S_005819,NODE_0080,NODE_0040,5,Low,4658
S_005820,NODE_0140,NODE_0263,15,Medium,3524
S_005821,NODE_0196,NODE_0037,26,High,1166
S_005822,NODE_0280,NODE_0288,27,High,4342
S_005823,NODE_0170,NODE_0191,16,High,4906
S_005824,NODE_0113,NODE_0064,24,Low,831
S_005825,NODE_0014,NODE_0030,11,High,600
S_005826,NODE_0163,NODE_0146,12,High,1428
S_005827,NODE_0224,NODE_0117,13,Medium,3484
S_005828,NODE_0145,NODE_0016,11,High,1050
S_005829,NODE_0292,NODE_0114,9,Medium,2014
S_005830,NODE_0148,NODE_0209,5,High,4344
S_005831,NODE_0052,NODE_0068,7,High,2419
S_005832,NODE_0126,NODE_0028,25,Medium,3254
S_005833,NODE_0121,NODE_0103,12,Low,3518
S_005834,NODE_0241,NODE_0160,30,High,4937
S_005835,NODE_0010,NODE_0292,13,Low,4626
S_005836,NODE_0095,NODE_0061,20,Medium,500
S_005837,NODE_0268,NODE_0250,18,Medium,3164
S_005838,NODE_0240,NODE_0258,21,High,1698
S_005839,NODE_0243,NODE_0097,15,Medium,2527
S_005840,NODE_0024,NODE_0240,15,Low,4722
S_005841,NODE_0126,NODE_0223,28,Medium,3874
S_005842,NODE_0013,NODE_0291,16,High,4584
S_005843,NODE_0257,NODE_0166,30,Medium,591
S_005844,NODE_0028,NODE_0149,9,Medium,879
S_005845,NODE_0227,NODE_0071,20,Medium,1786
S_005846,NODE_0013,NODE_0041,1,Medium,2394
S_005847,NODE_0093,NODE_0075,13,Medium,1710
S_005848,NODE_0229,NODE_0264,6,Medium,2872
S_005849,NODE_0197,NODE_0121,1,Medium,2992
S_005850,NODE_0040,NODE_0179,14,Medium,1491
S_005851,NODE_0034,NODE_0234,15,Medium,2165
S_005852,NODE_0299,NODE_0282,27,High,4123
S_005853,NODE_0084,NODE_0142,26,High,3086
S_005854,NODE_0283,NODE_0046,23,High,4271
S_005855,NODE_0017,NODE_0259,22,High,2991
S_005856,NODE_0003,NODE_0253,11,High,3083
S_005857,NODE_0102,NODE_0281,26,Low,3486
S_005858,NODE_0100,NODE_0200,11,High,4409
S_005859,NODE_0072,NODE_0223,17,Low,3538
S_005860,NODE_0017,NODE_0232,24,High,696
S_005861,NODE_0178,NODE_0042,26,Low,872
S_005862,NODE_0209,NODE_0212,15,Low,1031
S_005863,NODE_0065,NODE_0273,4,Medium,3679
S_005864,NODE_0280,NODE_0124,18,Medium,730
S_005865,NODE_0093,NODE_0247,28,High,3232
S_005866,NODE_0114,NODE_0230,19,High,1774
S_005867,NODE_0057,NODE_0147,24,High,1897
S_005868,NODE_0158,NODE_0043,8,Medium,1347
S_005869,NODE_0245,NODE_0123,1,Medium,2074
S_005870,NODE_0289,NODE_0018,27,High,3547
S_005871,NODE_0271,NODE_0110,2,Medium,2636
S_005872,NODE_0256,NODE_0104,28,Medium,4726
S_005873,NODE_0063,NODE_0216,15,Low,2129
S_005874,NODE_0274,NODE_0202,14,Medium,3889
S_005875,NODE_0023,NODE_0204,16,Medium,3542
S_005876,NODE_0179,NODE_0288,12,Medium,2494
S_005877,NODE_0167,NODE_0148,4,Low,3108
S_005878,NODE_0226,NODE_0246,29,High,1571
S_005879,NODE_0181,NODE_0006,10,Low,1965
S_005880,NODE_0168,NODE_0272,21,High,4613
S_005881,NODE_0280,NODE_0033,1,High,4928
S_005882,NODE_0163,NODE_0166,17,Medium,1739
S_005883,NODE_0108,NODE_0175,16,High,2891
S_005884,NODE_0184,NODE_0241,21,Low,880
S_005885,NODE_0269,NODE_0010,5,Medium,1435
S_005886,NODE_0008,NODE_0146,3,Medium,985
S_005887,NODE_0239,NODE_0155,19,Low,1457
S_005888,NODE_0207,NODE_0194,1,High,1473
S_005889,NODE_0219,NODE_0058,3,Medium,3504
S_005890,NODE_0195,NODE_0223,3,Low,2830
S_005891,NODE_0008,NODE_0141,15,High,3418
S_005892,NODE_0023,NODE_0021,2,Medium,3250
S_005893,NODE_0282,NODE_0154,2,High,1628
S_005894,NODE_0066,NODE_0244,1,Medium,804
S_005895,NODE_0196,NODE_0158,20,Medium,2482
S_005896,NODE_0170,NODE_0223,21,Medium,4646
S_005897,NODE_0020,NODE_0115,26,High,3725
S_005898,NODE_0108,NODE_0287,7,Medium,2899
S_005899,NODE_0249,NODE_0071,28,Low,2993
S_005900,NODE_0185,NODE_0166,25,High,1296
S_005901,NODE_0248,NODE_0019,17,High,2309
S_005902,NODE_0120,NODE_0178,3,Medium,2007
S_005903,NODE_0133,NODE_0139,21,High,3833
S_005904,NODE_0205,NODE_0126,22,High,788
S_005905,NODE_0020,NODE_0017,9,Medium,2234
S_005906,NODE_0280,NODE_0009,9,High,4954
S_005907,NODE_0213,NODE_0253,21,Low,3090
S_005908,NODE_0053,NODE_0154,1,High,3584
S_005909,NODE_0056,NODE_0224,2,High,4612
S_005910,NODE_0229,NODE_0107,3,Medium,613
S_005911,NODE_0256,NODE_0059,29,Medium,3828
S_005912,NODE_0273,NODE_0287,4,Low,645
S_005913,NODE_0117,NODE_0279,10,Medium,1389
S_005914,NODE_0092,NODE_0281,4,Medium,947
S_005915,NODE_0051,NODE_0195,9,Medium,2639
S_005916,NODE_0209,NODE_0197,5,Medium,4097
S_005917,NODE_0118,NODE_0057,5,Medium,2294
S_005918,NODE_0215,NODE_0055,5,Medium,3796
S_005919,NODE_0256,NODE_0231,13,Low,1825
S_005920,NODE_0299,NODE_0181,30,Medium,3031
S_005921,NODE_0250,NODE_0143,12,Low,990
S_005922,NODE_0288,NODE_0258,20,Medium,1480
S_005923,NODE_0238,NODE_0118,21,Low,1233
S_005924,NODE_0172,NODE_0253,4,Medium,801
S_005925,NODE_0142,NODE_0088,13,Low,2671
S_005926,NODE_0129,NODE_0229,3,Medium,3227
S_005927,NODE_0018,NODE_0135,9,Low,3530
S_005928,NODE_0094,NODE_0220,9,Medium,3326
S_005929,NODE_0256,NODE_0073,20,Medium,2841
S_005930,NODE_0188,NODE_0131,3,High,1438
S_005931,NODE_0112,NODE_0237,18,Low,2583
S_005932,NODE_0259,NODE_0248,27,Medium,1606
S_005933,NODE_0010,NODE_0096,26,High,2075
S_005934,NODE_0227,NODE_0126,20,Medium,3164
S_005935,NODE_0084,NODE_0159,29,Low,4393
S_005936,NODE_0213,NODE_0001,23,Medium,2804
S_005937,NODE_0061,NODE_0159,14,Medium,2713
S_005938,NODE_0001,NODE_0087,14,High,1515
S_005939,NODE_0097,NODE_0180,7,Medium,1769
S_005940,NODE_0166,NODE_0180,11,Medium,1207
S_005941,NODE_0285,NODE_0101,5,Medium,1748
S_005942,NODE_0045,NODE_0106,18,Medium,1506
S_005943,NODE_0184,NODE_0176,3,Low,3380
S_005944,NODE_0139,NODE_0067,28,High,3465
S_005945,NODE_0072,NODE_0246,11,Low,3512
S_005946,NODE_0205,NODE_0277,17,High,1005
S_005947,NODE_0261,NODE_0140,21,High,1908
S_005948,NODE_0006,NODE_0224,6,Medium,1088
S_005949,NODE_0077,NODE_0200,7,Low,3013
S_005950,NODE_0016,NODE_0094,22,High,2235
S_005951,NODE_0250,NODE_0271,30,Low,2533
S_005952,NODE_0077,NODE_0208,16,Low,4197
S_005953,NODE_0126,NODE_0124,5,Medium,1527
S_005954,NODE_0229,NODE_0228,30,High,4018
S_005955,NODE_0224,NODE_0149,14,High,3250
S_005956,NODE_0259,NODE_0260,28,Low,2899
S_005957,NODE_0197,NODE_0275,15,High,4250
S_005958,NODE_0150,NODE_0298,22,Low,2871
S_005959,NODE_0137,NODE_0099,26,Low,2148
S_005960,NODE_0213,NODE_0250,12,High,4554
S_005961,NODE_0080,NODE_0206,14,High,2635
S_005962,NODE_0002,NODE_0169,8,Medium,3962
S_005963,NODE_0224,NODE_0256,7,Low,760
S_005964,NODE_0097,NODE_0038,13,Low,2190
S_005965,NODE_0054,NODE_0247,15,High,621
S_005966,NODE_0174,NODE_0124,10,Low,2198
S_005967,NODE_0283,NODE_0273,8,Low,2135
S_005968,NODE_0052,NODE_0163,26,High,1285
S_005969,NODE_0262,NODE_0008,4,Medium,3799
S_005970,NODE_0143,NODE_0276,27,Low,1790
S_005971,NODE_0127,NODE_0216,5,High,977
S_005972,NODE_0061,NODE_0113,17,High,3493
S_005973,NODE_0099,NODE_0036,4,Medium,2761
S_005974,NODE_0123,NODE_0288,16,High,1272
S_005975,NODE_0184,NODE_0248,8,Medium,1209
S_005976,NODE_0162,NODE_0296,26,Low,676
S_005977,NODE_0193,NODE_0218,1,High,3942
S_005978,NODE_0093,NODE_0120,23,Medium,3393
S_005979,NODE_0030,NODE_0148,13,Low,1656
S_005980,NODE_0210,NODE_0089,26,Low,3047
S_005981,NODE_0253,NODE_0282,21,High,1579
S_005982,NODE_0074,NODE_0172,4,High,1699
S_005983,NODE_0218,NODE_0050,26,Low,3263
S_005984,NODE_0022,NODE_0212,5,Low,994
S_005985,NODE_0271,NODE_0148,2,Low,3146
S_005986,NODE_0245,NODE_0297,16,High,644
S_005987,NODE_0202,NODE_0069,23,High,4788
S_005988,NODE_0032,NODE_0019,19,High,4412
S_005989,NODE_0181,NODE_0094,28,Medium,4849
S_005990,NODE_0202,NODE_0214,30,Medium,906
S_005991,NODE_0273,NODE_0109,14,High,1261
S_005992,NODE_0200,NODE_0285,30,High,1843
S_005993,NODE_0058,NODE_0148,2,Medium,2351
S_005994,NODE_0241,NODE_0100,2,High,4214
S_005995,NODE_0042,NODE_0143,25,Low,646
S_005996,NODE_0099,NODE_0005,20,Low,714
S_005997,NODE_0026,NODE_0174,28,High,3704
S_005998,NODE_0090,NODE_0203,26,Low,4451
S_005999,NODE_0003,NODE_0090,21,Medium,4534
S_006000,NODE_0146,NODE_0262,27,Medium,4177
S_006001,NODE_0267,NODE_0273,27,High,1907
S_006002,NODE_0032,NODE_0118,6,Medium,2371
S_006003,NODE_0272,NODE_0060,29,Medium,1926
S_006004,NODE_0078,NODE_0106,6,Low,4215
S_006005,NODE_0089,NODE_0167,9,Low,1418
S_006006,NODE_0151,NODE_0127,18,High,2922
S_006007,NODE_0250,NODE_0188,10,Low,1198
S_006008,NODE_0259,NODE_0274,13,Medium,3457
S_006009,NODE_0137,NODE_0232,18,Low,970
S_006010,NODE_0243,NODE_0293,6,High,2708
S_006011,NODE_0219,NODE_0110,13,Medium,4786
S_006012,NODE_0123,NODE_0244,27,Medium,3444
S_006013,NODE_0187,NODE_0008,9,Medium,4957
S_006014,NODE_0124,NODE_0276,16,Medium,816
S_006015,NODE_0006,NODE_0255,24,Medium,756
S_006016,NODE_0297,NODE_0027,24,Low,1446
S_006017,NODE_0227,NODE_0074,4,High,1137
S_006018,NODE_0116,NODE_0185,19,High,4598
S_006019,NODE_0001,NODE_0144,7,Low,2437
S_006020,NODE_0056,NODE_0191,22,Medium,3944
S_006021,NODE_0135,NODE_0009,4,Low,1183
S_006022,NODE_0159,NODE_0207,1,Low,2137
S_006023,NODE_0106,NODE_0167,6,Low,4061
S_006024,NODE_0085,NODE_0089,26,Medium,946
S_006025,NODE_0290,NODE_0106,3,Medium,2763
S_006026,NODE_0066,NODE_0197,13,Low,2393
S_006027,NODE_0059,NODE_0194,4,Medium,929
S_006028,NODE_0281,NODE_0079,7,Low,563
S_006029,NODE_0032,NODE_0243,3,High,4177
S_006030,NODE_0061,NODE_0298,10,Medium,4310
S_006031,NODE_0128,NODE_0023,11,Low,3465
S_006032,NODE_0014,NODE_0283,3,High,595
S_006033,NODE_0002,NODE_0170,14,Medium,2406
S_006034,NODE_0183,NODE_0080,26,Medium,2350
S_006035,NODE_0186,NODE_0188,3,Medium,4040
S_006036,NODE_0122,NODE_0185,6,Medium,1396
